Prime#,Prime Reciprocal,Pattern Length
12973,7.708317274339012e-05,2162
12979,7.704753833115032e-05,12978
12983,7.702380035430948e-05,12982
13001,7.691716021844474e-05,1625
13003,7.690532953933707e-05,6501
13007,7.688167909587145e-05,13006
13009,7.686985932815743e-05,2168
13033,7.672830507174097e-05,4344
13037,7.670476336580502e-05,6518
13043,7.666947788085564e-05,6521
13049,7.66342248448157e-05,3262
13063,7.655209369976269e-05,13062
13093,7.637668983426258e-05,2182
13099,7.634170547370028e-05,13098
13103,7.631840036632832e-05,13102
13109,7.628346937218705e-05,13108
13121,7.621370322383964e-05,6560
13127,7.617886798202179e-05,13126
13147,7.606298014756218e-05,939
13151,7.603984487871645e-05,1315
13159,7.599361653621096e-05,2193
13163,7.597052343690648e-05,6581
13171,7.592437931819907e-05,4390
13177,7.588980799878576e-05,13176
13183,7.58552681483729e-05,4394
13187,7.58322590429969e-05,6593
13217,7.566013467503972e-05,13216
13219,7.564868749527195e-05,4406
13229,7.559150351500492e-05,13228
13241,7.552299675251114e-05,1655
13249,7.547739452034116e-05,288
13259,7.54204691153179e-05,1894
13267,7.537499057812617e-05,737
13291,7.523888345496953e-05,13290
13297,7.52049334436339e-05,13296
13309,7.51371252535878e-05,4436
13313,7.511454968827462e-05,13312
13327,7.503564192991671e-05,4442
13331,7.501312729727703e-05,13330
13337,7.497938067031566e-05,13336
13339,7.496813854112003e-05,13338
13367,7.481110196753198e-05,13366
13381,7.47328301322771e-05,13380
13397,7.464357692020602e-05,6698
13399,7.463243525636242e-05,957
13411,7.456565505927969e-05,13410
13417,7.453230975627935e-05,4472
13421,7.4510096118024e-05,13420
13441,7.439922624804702e-05,6720
13451,7.43439149505613e-05,13450
13457,7.431076763022962e-05,13456
13463,7.427764985515858e-05,13462
13469,7.424456158586383e-05,13468
13477,7.420048972323217e-05,6738
13487,7.414547341884777e-05,13486
13499,7.407956144899622e-05,13498
13513,7.400281210686006e-05,4504
13523,7.394808844191378e-05,6761
13537,7.387161113983896e-05,13536
13553,7.378440197742197e-05,1936
13567,7.370826269624825e-05,4522
13577,7.365397363187744e-05,13576
13591,7.357810315650063e-05,1359
13597,7.35456350665588e-05,3399
13613,7.345919341805627e-05,6806
13619,7.342683016374182e-05,1238
13627,7.338372349012989e-05,6813
13633,7.335142668524903e-05,4544
13649,7.326544069162575e-05,853
13669,7.315824127587973e-05,13668
13679,7.31047591198187e-05,6839
13681,7.309407207075506e-05,3420
13687,7.306202966318405e-05,4562
13691,7.304068366079907e-05,13690
13693,7.303001533630322e-05,326
13697,7.300868803387604e-05,13696
13709,7.29447808009337e-05,13708
13711,7.293414047115454e-05,6855
13721,7.288098535092194e-05,6860
13723,7.287036362311447e-05,6861
13729,7.283851700779372e-05,3432
13751,7.272198385571959e-05,6875
13757,7.269026677327906e-05,362
13759,7.26797005596337e-05,6879
13763,7.265857734505559e-05,6881
13781,7.256367462448299e-05,13780
13789,7.252157516861267e-05,13788
13799,7.246901949416625e-05,6899
13807,7.242702976750923e-05,13806
13829,7.231180851833104e-05,13828
13831,7.230135203528306e-05,2305
13841,7.224911494834188e-05,6920
13859,7.21552781585973e-05,13858
13873,7.208246233691343e-05,13872
13877,7.206168480219068e-05,3469
13879,7.20513005259745e-05,6939
13883,7.203054094936253e-05,6941
13901,7.193727069994964e-05,13900
13903,7.192692224699705e-05,13902
13907,7.190623427051126e-05,409
13913,7.18752246100769e-05,13912
13921,7.183391997701315e-05,696
13931,7.178235589692053e-05,13930
13933,7.177205196296562e-05,6966
13963,7.161784716751415e-05,6981
13967,7.159733657907926e-05,13966
13997,7.144388083160678e-05,6998
13999,7.143367383384528e-05,2333
14009,7.138268256121065e-05,3502
14011,7.137249304118193e-05,14010
14029,7.128091809822511e-05,14028
14033,7.126060001425212e-05,14032
14051,7.116931179275497e-05,2810
14057,7.113893433876361e-05,14056
14071,7.106815436003127e-05,7035
14081,7.101768340316739e-05,1760
14083,7.100759781296599e-05,7041
14087,7.098743522396536e-05,14086
14107,7.088679379031687e-05,2351
14143,7.070635650144948e-05,14142
14149,7.067637288854337e-05,524
14153,7.065639793683318e-05,14152
14159,7.062645667066883e-05,7079
14173,7.055669230226487e-05,3543
14177,7.053678493334273e-05,14176
14197,7.043741635556808e-05,91
14207,7.038783698176955e-05,14206
14221,7.031854299978904e-05,2844
14243,7.020992768377449e-05,7121
14249,7.01803635342831e-05,7124
14251,7.017051434987019e-05,14250
14281,7.002310762551643e-05,1190
14293,6.996431819771916e-05,1191
14303,6.99154023631406e-05,14302
14321,6.982752601075344e-05,3580
14323,6.981777560566921e-05,1023
14327,6.979828296223913e-05,14326
14341,6.973014434139879e-05,14340
14347,6.970098278385725e-05,7173
14369,6.959426543252836e-05,449
14387,6.950719399457844e-05,7193
14389,6.949753283758427e-05,4796
14401,6.943962224845496e-05,3600
14407,6.941070313042272e-05,686
14411,6.939143709666228e-05,2882
14419,6.935293709688605e-05,4806
14423,6.933370311308327e-05,14422
14431,6.92952671332548e-05,555
14437,6.926646810279144e-05,7218
14447,6.92185228767218e-05,14446
14449,6.920894179527995e-05,3612
14461,6.915151096051449e-05,4820
14479,6.906554320049727e-05,7239
14489,6.901787562978811e-05,7244
14503,6.895125146521409e-05,14502
14519,6.887526689165921e-05,7259
14533,6.88089176357256e-05,519
14537,6.878998417830364e-05,14536
14543,6.87616035205941e-05,14542
14549,6.873324627122139e-05,14548
14551,6.872379905161158e-05,485
14557,6.869547296833139e-05,2426
14561,6.86766018817389e-05,7280
14563,6.866717022591499e-05,809
14591,6.853539853334247e-05,7295
14593,6.852600561913247e-05,14592
14621,6.839477463921757e-05,14620
14627,6.83667190811513e-05,7313
14629,6.835737234260716e-05,14628
14633,6.833868653044489e-05,14632
14639,6.831067695880866e-05,7319
14653,6.824541049614414e-05,3663
14657,6.822678583611926e-05,14656
14669,6.817097279978186e-05,14668
14683,6.81059728938228e-05,2447
14699,6.803183890060549e-05,14698
14713,6.79671039217019e-05,14712
14717,6.794863083508867e-05,7358
14723,6.792094002580996e-05,7361
14731,6.788405403570701e-05,14730
14737,6.785641582411617e-05,14736
14741,6.783800284919612e-05,14740
14747,6.781040211568454e-05,7373
14753,6.778282383244086e-05,14752
14759,6.775526797208483e-05,7379
14767,6.771856165775038e-05,14766
14771,6.770022341073725e-05,2110
14779,6.766357669666418e-05,14778
14783,6.764526821348847e-05,14782
14797,6.75812664729337e-05,3699
14813,6.750826976304597e-05,7406
14821,6.747183051076176e-05,4940
14827,6.744452687664396e-05,2471
14831,6.742633672712562e-05,1483
14843,6.737182510274203e-05,7421
14851,6.733553296074339e-05,990
14867,6.726306585054147e-05,7433
14869,6.725401842760106e-05,4956
14879,6.720881779689495e-05,7439
14887,6.717270101430779e-05,14886
14891,6.715465717547512e-05,14890
14897,6.712760958582265e-05,14896
14923,6.701065469409636e-05,7461
14929,6.698372295532186e-05,1866
14939,6.693888479817926e-05,14938
14947,6.690305746972637e-05,7473
14951,6.68851581833991e-05,1495
14957,6.685832720465334e-05,7478
14969,6.680472977486806e-05,7484
14983,6.674230794900888e-05,4994
15013,6.6608938919603e-05,3753
15017,6.659119664380368e-05,15016
15031,6.652917304237908e-05,7515
15053,6.643194047698133e-05,3763
15061,6.639665360865813e-05,5020
15073,6.63437935381145e-05,15072
15077,6.632619221330503e-05,7538
15083,6.629980773055758e-05,7541
15091,6.62646610562587e-05,3018
15101,6.622078008078935e-05,604
15107,6.619447938041967e-05,7553
15121,6.613319224918987e-05,7560
15131,6.608948516291058e-05,3026
15137,6.606328863050802e-05,15136
15139,6.605456106744171e-05,15138
15149,6.601095781899796e-05,15148
15161,6.595870984763538e-05,3790
15173,6.590654451987082e-05,7586
15187,6.58457891617831e-05,7593
15193,6.58197854274995e-05,15192
15199,6.579380222383051e-05,7599
15217,6.571597555365709e-05,15216
15227,6.567281802062127e-05,7613
15233,6.564695069914002e-05,15232
15241,6.561249261859458e-05,3810
15259,6.553509404285995e-05,15258
15263,6.551791915088777e-05,15262
15269,6.549217368524462e-05,1388
15271,6.548359635911205e-05,7635
15277,6.545787785559992e-05,3819
15287,6.54150585464774e-05,15286
15289,6.540650140623977e-05,1274
15299,6.536374926465782e-05,15298
15307,6.532958777030116e-05,7653
15313,6.53039900737935e-05,5104
15319,6.527841242900972e-05,7659
15329,6.523582751647205e-05,7664
15331,6.522731720044354e-05,5110
15349,6.515082415792559e-05,15348
15359,6.510840549514942e-05,7679
15361,6.509992839007877e-05,256
15373,6.504911207962011e-05,1281
15377,6.503219093451258e-05,15376
15383,6.500682571670025e-05,15382
15391,6.497303618998116e-05,7695
15401,6.49308486461918e-05,275
15413,6.48802958541491e-05,7706
15427,6.482141699617554e-05,7713
15439,6.477103439341926e-05,7719
15443,6.47542575924367e-05,7721
15451,6.472073004983496e-05,5150
15461,6.467886941336265e-05,15460
15467,6.465377901338333e-05,7733
15473,6.462870807212564e-05,15472
15493,6.454527851287678e-05,7746
15497,6.452861844227915e-05,1192
15511,6.447037586229128e-05,7755
15527,6.44039415212211e-05,15526
15541,6.43459236857345e-05,740
15551,6.430454633142563e-05,7775
15559,6.427148274310688e-05,2593
15569,6.423020104052926e-05,7784
15581,6.418073294397022e-05,15580
15583,6.417249566835655e-05,15582
15601,6.409845522722902e-05,390
15607,6.407381303261357e-05,15606
15619,6.402458544080927e-05,15618
15629,6.398362019323054e-05,15628
15641,6.393453104021481e-05,391
15643,6.392635683692386e-05,7821
15647,6.391001469930338e-05,15646
15649,6.390184676337147e-05,489
15661,6.385288295766554e-05,5220
15667,6.382842918235782e-05,7833
15671,6.381213706847043e-05,1567
15679,6.377957777919511e-05,2613
15683,6.376331059108588e-05,7841
15727,6.358491765753163e-05,15726
15731,6.356874960269532e-05,15730
15733,6.356066865823429e-05,2622
15737,6.354451293130838e-05,15736
15739,6.353643814727746e-05,15738
15749,6.34960949901581e-05,15748
15761,6.344775077723494e-05,394
15767,6.34236062662523e-05,15766
15773,6.339948012426299e-05,7886
15787,6.334325711028061e-05,7893
15791,6.332721170286872e-05,7895
15797,6.33031588276255e-05,3949
15803,6.327912421692084e-05,7901
15809,6.325510784995888e-05,3952
15817,6.322311437061389e-05,5272
15823,6.319914049168932e-05,15822
15859,6.305567816381865e-05,15858
15877,6.298419096806702e-05,567
15881,6.296832693155343e-05,7940
15887,6.294454585510165e-05,15886
15889,6.293662282081944e-05,3972
15901,6.288912647003333e-05,15900
15907,6.286540516753631e-05,7953
15913,6.284170175328348e-05,15912
15919,6.281801620704818e-05,7959
15923,6.280223575959304e-05,7961
15937,6.274706657463764e-05,5312
15959,6.26605677047434e-05,7979
15971,6.261348694508798e-05,15970
15973,6.260564702936204e-05,121
15991,6.253517603652055e-05,7995
16001,6.249609399412537e-05,2000
16007,6.247266820765915e-05,16006
16033,6.237135907191417e-05,16032
16057,6.227813414710095e-05,1784
16061,6.226262374696469e-05,3212
16063,6.225487144369047e-05,5354
16067,6.223937262712393e-05,8033
16069,6.223162611239032e-05,5356
16073,6.221613886642194e-05,16072
16087,6.216199415677255e-05,5362
16091,6.214654154496302e-05,16090
16097,6.212337702677517e-05,16096
16103,6.210022977085015e-05,16102
16111,6.206939358202471e-05,1611
16127,6.200781298443604e-05,16126
16139,6.196170766466324e-05,16138
16141,6.195403010965863e-05,3228
16183,6.179323981956374e-05,16182
16187,6.177796997590659e-05,8093
16189,6.177033788374823e-05,852
16193,6.175507935527697e-05,16192
16217,6.166368625516433e-05,16216
16223,6.164088023176972e-05,16222
16229,6.161809107153861e-05,16228
16231,6.161049842893228e-05,8115
16249,6.154224875376947e-05,1354
16253,6.152710268873438e-05,8126
16267,6.14741501198746e-05,8133
16273,6.145148405333988e-05,16272
16301,6.134592969756457e-05,3260
16319,6.127826459954654e-05,8159
16333,6.122573930080205e-05,4083
16339,6.12032560132199e-05,16338
16349,6.116582053948254e-05,16348
16361,6.112095837662735e-05,1636
16363,6.111348774674571e-05,8181
16369,6.109108681043436e-05,264
16381,6.104633416763323e-05,5460
16411,6.093473889464384e-05,16410
16417,6.091246878235975e-05,16416
16421,6.08976310821509e-05,16420
16427,6.087538808059901e-05,8213
16433,6.085316132173066e-05,16432
16447,6.080136195050769e-05,16446
16451,6.078657832350617e-05,16450
16453,6.0779189205616e-05,2742
16477,6.069065970747102e-05,4119
16481,6.067592985862509e-05,2060
16487,6.065384848668648e-05,16486
16493,6.0631783180743344e-05,4123
16519,6.053635207942369e-05,2753
16529,6.049972775122512e-05,8264
16547,6.043391551338611e-05,8273
16553,6.041200990756963e-05,16552
16561,6.038282712396594e-05,8280
16567,6.036095853202149e-05,16566
16573,6.033910577445242e-05,8286
16603,6.023007890140336e-05,8301
16607,6.021557174685374e-05,16606
16619,6.0172092183645224e-05,16618
16631,6.01286753652817e-05,8315
16633,6.012144531954548e-05,5544
16649,6.006366748753679e-05,8324
16651,6.0056453065881926e-05,3330
16657,6.003482019571351e-05,16656
16661,6.002040693835904e-05,16660
16673,5.997720866070893e-05,16672
16691,5.9912527709544064e-05,16690
16693,5.990534954771461e-05,2782
16699,5.9883825378765195e-05,16698
16703,5.986948452373825e-05,16702
16729,5.9776436128878e-05,697
16741,5.9733588196642975e-05,16740
16747,5.971218725741924e-05,8373
16759,5.9669431350319234e-05,931
16763,5.9655192984549304e-05,29
16787,5.95699052838506e-05,8393
16811,5.9484861102849326e-05,3362
16823,5.944243000653867e-05,16822
16829,5.942123715015747e-05,16828
16831,5.941417622244667e-05,8415
16843,5.937184587068812e-05,401
16871,5.927330922885425e-05,1205
16879,5.9245215948812136e-05,2813
16883,5.923117929277972e-05,8441
16889,5.921013677541595e-05,8444
16901,5.916809656233359e-05,3380
16903,5.916109566349169e-05,5634
16921,5.9098162047160334e-05,423
16927,5.90772139185916e-05,5642
16931,5.9063256747977086e-05,16930
16937,5.904233335301411e-05,16936
16943,5.902142477719412e-05,16942
16963,5.8951836349702294e-05,8481
16979,5.889628364450203e-05,16978
16981,5.888934691714269e-05,16980
16987,5.8868546535586034e-05,8493
16993,5.884776084269993e-05,16992
17011,5.878549174063841e-05,17010
17021,5.875095470301392e-05,3404
17027,5.873025195278088e-05,8513
17029,5.872335427799636e-05,17028
17033,5.870956378794105e-05,17032
17041,5.8682002229916086e-05,2840
17047,5.8661348037777905e-05,5682
17053,5.8640708379757225e-05,1421
17077,5.8558294782455936e-05,2846
17093,5.8503480957116946e-05,4273
17099,5.8482952219428036e-05,17098
17107,5.845560296954463e-05,8553
17117,5.84214523573056e-05,4279
17123,5.840098113648309e-05,8561
17137,5.835327070082278e-05,5712
17159,5.8278454455387845e-05,8579
17167,5.8251296091338034e-05,17166
17183,5.819705522900541e-05,17182
17189,5.81767409389726e-05,17188
17191,5.816997266011285e-05,8595
17203,5.812939603557519e-05,2867
17207,5.8115883070843265e-05,17206
17209,5.8109128944157125e-05,4302
17231,5.803493703209332e-05,8615
17239,5.800800510470445e-05,8619
17257,5.794749956539375e-05,17256
17291,5.783355502862761e-05,17290
17293,5.782686636211184e-05,1441
17299,5.780680964217585e-05,1922
17317,5.774672287347693e-05,1443
17321,5.773338721782807e-05,8660
17327,5.7713395279044266e-05,17326
17333,5.7693417181099634e-05,8666
17341,5.7666801222536187e-05,5780
17351,5.7633565788715346e-05,8675
17359,5.7607005011809435e-05,2893
17377,5.754733268113023e-05,17376
17383,5.752746936662256e-05,17382
17387,5.751423477310634e-05,8693
17389,5.750761975961815e-05,17388
17393,5.749439429655609e-05,17392
17401,5.746796161140164e-05,4350
17417,5.7415169087672966e-05,17416
17419,5.74085768413801e-05,17418
17431,5.7369055131661984e-05,8715
17443,5.732958780026372e-05,8721
17449,5.7309874491374865e-05,4362
17467,5.7250815824125495e-05,8733
17471,5.723770820216359e-05,8735
17477,5.721805801911083e-05,8738
17483,5.719842132357147e-05,8741
17489,5.7178798101663906e-05,2186
17491,5.717226001943857e-05,17490
17497,5.715265474081271e-05,17496
17509,5.711348449368896e-05,5836
17519,5.708088361207832e-05,8759
17539,5.701579337476481e-05,5846
17551,5.697681043815167e-05,2925
17569,5.691843588138198e-05,2928
17573,5.690547999772378e-05,4393
17579,5.6886057227373574e-05,17578
17581,5.6879585916614524e-05,17580
17597,5.6827868386656816e-05,4399
17599,5.682141030740383e-05,2933
17609,5.678914191606565e-05,8804
17623,5.674402769108551e-05,1958
17627,5.6731151075055314e-05,8813
17657,5.663476241717166e-05,17656
17659,5.662834815108443e-05,5886
17669,5.6596298602071426e-05,17668
17681,5.655788699734178e-05,1105
17683,5.6551490131764975e-05,8841
17707,5.64748404585757e-05,8853
17713,5.645571049511658e-05,17712
17729,5.6404760561791414e-05,1108
17737,5.637932006540001e-05,17736
17747,5.634755169887868e-05,8873
17749,5.6341202321257534e-05,17748
17761,5.6303136084679915e-05,8880
17783,5.623348141483439e-05,17782
17789,5.621451458766653e-05,17788
17791,5.6208195154853575e-05,8895
17807,5.615769079575448e-05,17806
17827,5.609468783306221e-05,8913
17837,5.6063239333968715e-05,91
17839,5.605695386512697e-05,8919
17851,5.601927062909641e-05,714
17863,5.598163802272855e-05,17862
17881,5.592528382081539e-05,2235
17891,5.589402492873512e-05,17890
17903,5.585656035301346e-05,17902
17909,5.583784689262382e-05,17908
17911,5.583161185863436e-05,2985
17921,5.5800457563752025e-05,8960
17923,5.579423087652737e-05,8961
17929,5.577555914998048e-05,8964
17939,5.574446736161436e-05,17938
17957,5.5688589408030296e-05,8978
17959,5.5682387660782896e-05,8979
17971,5.564520616548884e-05,17970
17977,5.5626634032374704e-05,856
17981,5.561425949613481e-05,17980
17987,5.559570801134152e-05,8993
17989,5.55895269331258e-05,5996
18013,5.551546105590407e-05,9006
18041,5.542929992794191e-05,220
18043,5.5423155794490936e-05,291
18047,5.541087161301047e-05,2578
18049,5.5404731564075574e-05,1128
18059,5.537405171936431e-05,18058
18061,5.536791982725209e-05,18060
18077,5.5318913536538145e-05,4519
18089,5.5282215711205703e-05,9044
18097,5.525777753218766e-05,6032
18119,5.5190683812572435e-05,9059
18121,5.518459246178467e-05,2265
18127,5.516632647432007e-05,18126
18131,5.5154155865644475e-05,490
18133,5.5148072574863506e-05,9066
18143,5.5117676238769775e-05,18142
18149,5.5099454515400294e-05,1396
18169,5.503880235566074e-05,9084
18181,5.5002475111380014e-05,6060
18191,5.497223901929526e-05,9095
18199,5.494807407000384e-05,9099
18211,5.491186645434078e-05,18210
18217,5.489378053466542e-05,18216
18223,5.4875706524721505e-05,6074
18229,5.485764441274892e-05,18228
18233,5.4845609608950804e-05,424
18251,5.4791518272971344e-05,18250
18253,5.47855147099107e-05,9126
18257,5.4773511529824174e-05,2608
18269,5.473753352673928e-05,18268
18287,5.468365505550391e-05,18286
18289,5.467767510525452e-05,9144
18301,5.464182285121031e-05,18300
18307,5.46239143497023e-05,3051
18311,5.461198186882202e-05,9155
18313,5.460601758313766e-05,18312
18329,5.45583501554913e-05,4582
18341,5.4522654162804645e-05,18340
18353,5.448700484934343e-05,18352
18367,5.444547285893178e-05,6122
18371,5.443361820260193e-05,3674
18379,5.440992437020512e-05,18378
18397,5.4356688590531064e-05,9198
18401,5.4344872561273845e-05,4600
18413,5.430945527616358e-05,4603
18427,5.426819341184132e-05,3071
18433,5.425052894265719e-05,6144
18439,5.423287596941266e-05,9219
18443,5.422111370167543e-05,9221
18451,5.419760446588261e-05,6150
18457,5.417998591320366e-05,18456
18461,5.4168246573858405e-05,18460
18481,5.410962610248363e-05,1320
18493,5.407451468123074e-05,4623
18503,5.40452899529806e-05,18502
18517,5.400442836312577e-05,3086
18521,5.399276496949409e-05,9260
18523,5.398693516169087e-05,9261
18539,5.394034198176816e-05,18538
18541,5.393452348848498e-05,3708
18553,5.389963887241955e-05,6184
18583,5.3812624441694024e-05,18582
18587,5.380104374024856e-05,9293
18593,5.378368203087183e-05,18592
18617,5.371434710211097e-05,1432
18637,5.3656704405215434e-05,9318
18661,5.358769626493757e-05,18660
18671,5.355899523324943e-05,1867
18679,5.35360565340757e-05,3113
18691,5.3501685303087046e-05,18690
18701,5.347307630607989e-05,3740
18713,5.343878587078502e-05,18712
18719,5.3421657139804475e-05,9359
18731,5.3387432598366345e-05,3746
18743,5.335325188070213e-05,18742
18749,5.3336177929489575e-05,18748
18757,5.331342965292957e-05,3126
18773,5.326799126404943e-05,9386
18787,5.3228296162239846e-05,9393
18793,5.321130208056191e-05,18792
18797,5.319997872000851e-05,127
18803,5.318300271233314e-05,9401
18839,5.3081373745952544e-05,9419
18859,5.3025080863248316e-05,18858
18869,5.2996979172187185e-05,18868
18899,5.2912852531879995e-05,18898
18911,5.2879276611495956e-05,9455
18913,5.287368476709142e-05,18912
18917,5.2862504625469154e-05,4729
18919,5.2856916327501456e-05,9459
18947,5.277880403230063e-05,9473
18959,5.274539796402764e-05,9479
18973,5.270647762610025e-05,153
18979,5.268981505874914e-05,18978
19001,5.2628809010052104e-05,2375
19009,5.26066600031564e-05,4752
19013,5.259559248934939e-05,4753
19031,5.254584625085387e-05,9515
19037,5.252928507643011e-05,9518
19051,5.249068290378458e-05,6350
19069,5.244113482615764e-05,6356
19073,5.243013684265716e-05,19072
19079,5.2413648514073065e-05,9539
19081,5.2408154708872704e-05,795
19087,5.2391680201184054e-05,6362
19121,5.229851995188536e-05,9560
19139,5.2249333820993784e-05,19138
19141,5.224387440572593e-05,19140
19157,5.2200240121104554e-05,4789
19163,5.218389604967907e-05,9581
19181,5.213492518638236e-05,19180
19183,5.2129489652296305e-05,6394
19207,5.206435153850159e-05,19206
19211,5.205351100931758e-05,3842
19213,5.204809243741217e-05,9606
19219,5.2031843488214785e-05,19218
19231,5.199937600748791e-05,9615
19237,5.1983157456983934e-05,4809
19249,5.1950750688347444e-05,3208
19259,5.192377589698323e-05,19258
19267,5.1902216224632795e-05,9633
19273,5.1886058216157316e-05,19272
19289,5.1843019337446214e-05,4822
19301,5.181078700585462e-05,3860
19309,5.178932104200114e-05,19308
19319,5.176251358765982e-05,9659
19333,5.17250297418921e-05,4833
19373,5.161823155938678e-05,4843
19379,5.1602249858093815e-05,19378
19381,5.159692482328053e-05,1292
19387,5.1580956310930006e-05,3231
19391,5.157031612603785e-05,1385
19403,5.153842189352162e-05,9701
19417,5.150126178091363e-05,19416
19421,5.149065444621801e-05,19420
19423,5.14853524172373e-05,6474
19427,5.147475163432337e-05,9713
19429,5.146945287971589e-05,19428
19433,5.145885864251531e-05,19432
19441,5.143768324674657e-05,1620
19447,5.1421813133131074e-05,19446
19457,5.139538469445444e-05,19456
19463,5.137954066690644e-05,19462
19469,5.136370640505419e-05,19468
19471,5.1358430486364334e-05,9735
19477,5.134260923140114e-05,3246
19483,5.132679772109018e-05,9741
19489,5.131099594643132e-05,406
19501,5.127942156812471e-05,780
19507,5.1263648946532017e-05,9753
19531,5.120065536838871e-05,6510
19541,5.1174453712706614e-05,19540
19543,5.1169216599293864e-05,19542
19553,5.114304710274638e-05,19552
19559,5.1127358249399256e-05,9779
19571,5.109600940166573e-05,19570
19577,5.108034938958982e-05,19576
19583,5.106469897359955e-05,19582
19597,5.1028218604888504e-05,4899
19603,5.101260011222772e-05,3267
19609,5.099699117752052e-05,9804
19661,5.086211281216622e-05,19660
19681,5.081042629947665e-05,9840
19687,5.079494082389394e-05,19686
19697,5.076915266284206e-05,19696
19699,5.076399817249606e-05,19698
19709,5.073824141255264e-05,19708
19717,5.071765481564132e-05,9858
19727,5.069194504993157e-05,19726
19739,5.066112771670297e-05,19738
19751,5.06303478304896e-05,9875
19753,5.0625221485344e-05,19752
19759,5.060984867655246e-05,9879
19763,5.059960532307848e-05,9881
19777,5.056378621631188e-05,6592
19793,5.052291214065579e-05,19792
19801,5.050249987374375e-05,9900
19813,5.047191238076011e-05,4953
19819,5.0456632524345326e-05,19818
19841,5.040068544932211e-05,64
19843,5.039560550320012e-05,3307
19853,5.037022112527074e-05,9926
19861,5.0349932027591764e-05,6620
19867,5.033472592741732e-05,3311
19889,5.027904872039821e-05,9944
19891,5.0273993263284905e-05,6630
19913,5.021845025862502e-05,19912
19919,5.0203323460013054e-05,9959
19927,5.018316856526321e-05,19926
19937,5.015799769273211e-05,2848
19949,5.012782595618828e-05,19948
19961,5.0097690496468114e-05,9980
19963,5.0092671442168013e-05,3327
19973,5.006759124818505e-05,9986
19979,5.005255518294209e-05,19978
19991,5.00225101295583e-05,9995
19993,5.00175061271445e-05,19992
19997,5.000750112516878e-05,9998
20011,4.997251511668582e-05,6670
20021,4.994755506717946e-05,1540
20023,4.99425660490436e-05,6674
20029,4.992760497278945e-05,6676
20047,4.9882775477627575e-05,20046
20051,4.9872824298039995e-05,20050
20063,4.984299456711359e-05,20062
20071,4.982312789596931e-05,3345
20089,4.977848573846384e-05,5022
20101,4.974876871797423e-05,20100
20107,4.973392350922564e-05,3351
20113,4.9719087157559784e-05,20112
20117,4.970920117313715e-05,5029
20123,4.9694379565671125e-05,10061
20129,4.9679566794177554e-05,10064
20143,4.964503797845405e-05,20142
20147,4.963518141658808e-05,1439
20149,4.9630254603206117e-05,20148
20161,4.9600714250285204e-05,1680
20173,4.957120904178853e-05,5043
20177,4.9561381771323785e-05,20176
20183,4.954664816925135e-05,20182
20201,4.950249987624375e-05,10100
20219,4.945843018942579e-05,1838
20231,4.942909396470763e-05,10115
20233,4.942420797706717e-05,20232
20249,4.938515482246037e-05,2531
20261,4.935590543408519e-05,20260
20269,4.933642508263851e-05,2252
20287,4.9292650465815544e-05,966
20297,4.9268364782972854e-05,20296
20323,4.9205333858190226e-05,3387
20327,4.919565110444237e-05,20326
20333,4.9181134116952735e-05,10166
20341,4.916179145568064e-05,4068
20347,4.9147294441441e-05,10173
20353,4.913280597454921e-05,6784
20357,4.912315174141573e-05,5089
20359,4.9118326047448304e-05,10179
20369,4.909421179242967e-05,1273
20389,4.9046054244935994e-05,6796
20393,4.903643407051439e-05,20392
20399,4.9022010882886415e-05,10199
20407,4.900279315921007e-05,20406
20411,4.899318994659742e-05,20410
20431,4.89452302873085e-05,10215
20441,4.892128565138692e-05,10220
20443,4.8916499535293254e-05,3407
20477,4.8835278605264445e-05,5119
20479,4.883050930221202e-05,10239
20483,4.882097349021139e-05,10241
20507,4.87638367386746e-05,10253
20509,4.875908137890682e-05,20508
20521,4.8730568685736566e-05,1140
20533,4.870208931963181e-05,10266
20543,4.867838193058463e-05,20542
20549,4.866416857267994e-05,20548
20551,4.865943263101552e-05,10275
20563,4.863103632738414e-05,10281
20593,4.85601903559462e-05,1872
20599,4.854604592455944e-05,10299
20611,4.8517781767017614e-05,20610
20627,4.848014737964803e-05,10313
20639,4.845195988177722e-05,10319
20641,4.844726515188218e-05,2580
20663,4.8395683105067026e-05,20662
20681,4.835356123978531e-05,470
20693,4.832552070748562e-05,739
20707,4.829284782923649e-05,1479
20717,4.826953709513926e-05,5179
20719,4.8264877648535163e-05,3453
20731,4.823693984853601e-05,4146
20743,4.820903437304151e-05,20742
20747,4.8199739721405505e-05,10373
20749,4.8195093739457326e-05,6916
20753,4.8185804462005495e-05,20752
20759,4.817187725805675e-05,10379
20771,4.8144046988589864e-05,4154
20773,4.813941173638858e-05,5193
20789,4.8102361825965654e-05,20788
20807,4.806074878646609e-05,20806
20809,4.805612955932529e-05,10404
20849,4.7963931123794903e-05,10424
20857,4.794553387351968e-05,20856
20873,4.790878167968189e-05,20872
20879,4.7895014129029165e-05,10439
20887,4.7876669698855745e-05,6962
20897,4.78537589127626e-05,20896
20899,4.784917938657352e-05,20898
20903,4.784002296321102e-05,2986
20921,4.779886238707519e-05,2615
20929,4.778059152372306e-05,436
20939,4.775777257748699e-05,20938
20947,4.773953310736621e-05,10473
20959,4.771220000954244e-05,499
20963,4.7703095930925916e-05,10481
20981,4.7662170535246174e-05,4196
20983,4.7657627603297905e-05,20982
21001,4.7616780153326035e-05,250
